@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute inputs-27 numeric
@attribute inputs-28 numeric
@attribute inputs-29 numeric
@attribute inputs-30 numeric
@attribute inputs-31 numeric
@attribute inputs-32 numeric
@attribute inputs-33 numeric
@attribute inputs-34 numeric
@attribute inputs-35 numeric
@attribute inputs-36 numeric
@attribute inputs-37 numeric
@attribute inputs-38 numeric
@attribute inputs-39 numeric
@attribute inputs-40 numeric
@attribute inputs-41 numeric
@attribute inputs-42 numeric
@attribute inputs-43 numeric
@attribute inputs-44 numeric
@attribute inputs-45 numeric
@attribute inputs-46 numeric
@attribute inputs-47 numeric
@attribute inputs-48 numeric
@attribute inputs-49 numeric
@attribute inputs-50 numeric
@attribute inputs-51 numeric
@attribute inputs-52 numeric
@attribute inputs-53 numeric
@attribute inputs-54 numeric
@attribute inputs-55 numeric
@attribute inputs-56 numeric
@attribute inputs-57 numeric
@attribute inputs-58 numeric
@attribute inputs-59 numeric
@attribute inputs-60 numeric
@attribute inputs-61 numeric
@attribute inputs-62 numeric
@attribute inputs-63 numeric
@attribute inputs-64 numeric
@attribute inputs-65 numeric
@attribute inputs-66 numeric
@attribute inputs-67 numeric
@attribute inputs-68 numeric
@attribute inputs-69 numeric
@attribute inputs-70 numeric
@attribute inputs-71 numeric
@attribute inputs-72 numeric
@attribute inputs-73 numeric
@attribute inputs-74 numeric
@attribute inputs-75 numeric
@attribute inputs-76 numeric
@attribute inputs-77 numeric
@attribute inputs-78 numeric
@attribute inputs-79 numeric
@attribute inputs-80 numeric
@attribute inputs-81 numeric
@attribute inputs-82 numeric
@attribute inputs-83 numeric
@attribute inputs-84 numeric
@attribute inputs-85 numeric
@attribute inputs-86 numeric
@attribute inputs-87 numeric
@attribute inputs-88 numeric
@attribute inputs-89 numeric
@attribute inputs-90 numeric
@attribute inputs-91 numeric
@attribute inputs-92 numeric
@attribute inputs-93 numeric
@attribute inputs-94 numeric
@attribute inputs-95 numeric
@attribute inputs-96 numeric
@attribute inputs-97 numeric
@attribute inputs-98 numeric
@attribute inputs-99 numeric
@attribute inputs-100 numeric
@attribute outputs-1 numeric

@data
4649,'2019/09/19 12:50:48:897',41,-7367797,-6117983,-5855067,-5986395,-6579045,-7895677,-8882571,-10328985,-11512230,-12301230,-6841964,-5657943,-5395284,-6383207,-9149085,-9544614,-10927039,-10595758,-8947589,-9801610,-6578791,-5460564,-5329491,-5658199,-6316386,-6053213,-6447970,-6842728,-7434607,-9209989,-6513510,-5592406,-9013640,-14869988,-12832977,-8165018,-7700611,-7501946,-7829878,-9342345,-6710888,-5921371,-13092292,-15397618,-13295328,-10995400,-10994887,-10728632,-9804182,-9539466,-6710887,-5987420,-9276813,-14014422,-12569549,-10662838,-9673629,-9673371,-10856614,-9671309,-8487041,-8026747,-6711143,-6776679,-7105644,-7303279,-7500658,-7763830,-9079946,-9868946,-8881799,-10461345,-7698037,-7500659,-8029832,-8097425,-8033176,-7965840,-8685187,-9934482,-8289661,-8355967,-7369072,-7371659,-7379660,-7905468,-8495534,-9346977,-9341574,-9406338,-8748929,-8354684,-8157562,-8224392,-8492492,-7968725,-9608381,-12819337,-12362134,-11510687,0
4650,'2019/09/19 12:50:48:931',41,-7367797,-6117983,-5855067,-5986395,-6579045,-7895677,-8882571,-10328985,-11512230,-12301230,-6841964,-5657943,-5395284,-6383207,-9149085,-9544614,-10927039,-10595758,-8947589,-9801610,-6578791,-5460564,-5329491,-5658199,-6316386,-6053213,-6447970,-6842728,-7434607,-9209989,-6513510,-5592406,-9013640,-14869988,-12832977,-8165018,-7700611,-7501946,-7829878,-9342345,-6710888,-5921371,-13092292,-15397618,-13295328,-10995400,-10994887,-10728632,-9804182,-9539466,-6710887,-5987420,-9276813,-14014422,-12569549,-10662838,-9673629,-9673371,-10856614,-9671309,-8487041,-8026747,-6711143,-6776679,-7105644,-7303279,-7500658,-7763830,-9079946,-9868946,-8881799,-10461345,-7698037,-7500659,-8029832,-8097425,-8033176,-7965840,-8685187,-9934482,-8289661,-8355967,-7369072,-7371659,-7379660,-7905468,-8495534,-9346977,-9341574,-9406338,-8748929,-8354684,-8157562,-8224392,-8492492,-7968725,-9608381,-12819337,-12362134,-11510687,0
4651,'2019/09/19 12:50:48:964',41,-7367797,-6183264,-5920603,-5986395,-6447202,-7566455,-8553605,-10065812,-11446178,-12301230,-6907243,-5592407,-5460820,-6383464,-9281185,-9808301,-11124932,-10793394,-9079431,-9867402,-6578791,-5460565,-5329491,-5658199,-6316642,-6053213,-6447971,-6908521,-7434606,-9144452,-6513255,-5592663,-9013639,-14869987,-12832977,-8165018,-7700867,-7436666,-7829623,-9342346,-6710889,-5921627,-13092292,-15332083,-13295584,-11060936,-10994887,-10728632,-9804183,-9539468,-6710888,-6052956,-9342349,-14014422,-12569550,-10662839,-9608349,-9673627,-10856614,-9671310,-8487298,-8026747,-6776679,-6776679,-7171180,-7368816,-7566195,-7763830,-9079946,-9868947,-8947335,-10461345,-7698037,-7566452,-8095882,-8163219,-8033432,-7900303,-8619394,-9934481,-8420734,-8421247,-7434608,-7371659,-7445196,-7839934,-8495535,-9412512,-9407367,-9340547,-8749185,-8354940,-8157562,-8289928,-8492491,-8034517,-9673916,-12819336,-12362133,-11510944,0
4652,'2019/09/19 12:50:48:998',41,-7433332,-6117983,-5855067,-5986395,-6250079,-7237489,-8290177,-9867920,-11445664,-12366767,-6841963,-5657943,-5460820,-6449000,-9478307,-10071730,-11453640,-10991030,-9276810,-9933195,-6578790,-5460821,-5395027,-5658199,-6316385,-6053469,-6447971,-6908521,-7434607,-9144451,-6513511,-5658199,-9013640,-14804451,-12832978,-8165018,-7766402,-7502201,-7764087,-9342601,-6710889,-5921628,-13026756,-15332339,-13295584,-11126472,-11060678,-10728632,-9804438,-9605259,-6776680,-6053213,-9342606,-14014423,-12569550,-10728630,-9673886,-9673628,-10856614,-9671310,-8553090,-8092539,-6776680,-6842216,-7171180,-7368816,-7566451,-7763830,-9079946,-9869203,-8947592,-10461601,-7763574,-7566452,-8030860,-8098197,-7967897,-7835025,-8684674,-9934225,-8355197,-8355967,-7434608,-7371659,-7313871,-7839680,-8561070,-9609119,-9473160,-9406082,-8749441,-8289404,-8157818,-8224649,-8492492,-7968981,-9673915,-12819082,-12493204,-11510944,0
4653,'2019/09/19 12:50:49:030',41,-7433333,-6117984,-5920604,-5986395,-6249567,-7105390,-8092796,-9736077,-11314335,-12301230,-6841963,-5657943,-5460820,-6383721,-9347236,-10203316,-11584969,-11122617,-9408396,-9933196,-6578791,-5460821,-5395028,-5658199,-6316386,-6119006,-6513764,-6908521,-7434607,-9144195,-6579047,-5658199,-8948104,-14804195,-12832978,-8230554,-7766403,-7501946,-7764086,-9408138,-6710889,-5987164,-13026757,-15332338,-13361120,-11192008,-11060679,-10663096,-9804183,-9605260,-6776681,-6053213,-9342606,-14014422,-12569806,-10728631,-9673886,-9673628,-10856614,-9671567,-8618626,-8092540,-6776936,-6842472,-7105900,-7368816,-7566451,-7763830,-9079947,-9934483,-8882055,-10461345,-7698038,-7566452,-8031117,-8098198,-7902361,-7835281,-8618881,-9933969,-8355198,-8421504,-7434609,-7437451,-7313872,-7839424,-8691887,-9739934,-9473416,-9406082,-8749185,-8354940,-8157818,-8224649,-8492748,-7969237,-9673916,-12884618,-12558740,-11576479,0
4654,'2019/09/19 12:50:49:064',41,-7433333,-6117984,-5920604,-5986395,-6249567,-7105390,-8092796,-9736077,-11314335,-12301230,-6841963,-5657943,-5460820,-6383721,-9347236,-10203316,-11584969,-11122617,-9408396,-9933196,-6578791,-5460821,-5395028,-5658199,-6316386,-6119006,-6513764,-6908521,-7434607,-9144195,-6579047,-5658199,-8948104,-14804195,-12832978,-8230554,-7766403,-7501946,-7764086,-9408138,-6710889,-5987164,-13026757,-15332338,-13361120,-11192008,-11060679,-10663096,-9804183,-9605260,-6776681,-6053213,-9342606,-14014422,-12569806,-10728631,-9673886,-9673628,-10856614,-9671567,-8618626,-8092540,-6776936,-6842472,-7105900,-7368816,-7566451,-7763830,-9079947,-9934483,-8882055,-10461345,-7698038,-7566452,-8031117,-8098198,-7902361,-7835281,-8618881,-9933969,-8355198,-8421504,-7434609,-7437451,-7313872,-7839424,-8691887,-9739934,-9473416,-9406082,-8749185,-8354940,-8157818,-8224649,-8492748,-7969237,-9673916,-12884618,-12558740,-11576479,0
4655,'2019/09/19 12:50:49:097',41,-7433589,-6117983,-5920603,-5986651,-6249566,-7039853,-8027004,-9670283,-11183005,-12366766,-6841963,-5592407,-5461076,-6449513,-9347234,-10203573,-11584969,-11188153,-9408653,-9998989,-6578790,-5460820,-5395283,-5658199,-6316385,-6119006,-6514021,-6908521,-7434606,-9078658,-6579047,-5658199,-9013384,-14804194,-12832720,-8165274,-7700867,-7501945,-7764086,-9408139,-6711144,-5987164,-13026756,-15397874,-13295585,-11192009,-11060679,-10728631,-9804183,-9605516,-6776681,-6053213,-9408398,-14080215,-12635342,-10728631,-9673886,-9738908,-10856614,-9737102,-8618627,-8092540,-6842472,-6842472,-7171181,-7368816,-7566451,-7763830,-9079946,-10000020,-8947592,-10461601,-7763830,-7632245,-8031117,-8098197,-7902361,-7835537,-8618881,-9868433,-8355198,-8421503,-7434865,-7437451,-7313617,-7773892,-8691888,-9805469,-9473416,-9406337,-8814722,-8354940,-8223355,-8290185,-8492748,-8100053,-9739452,-12819337,-12427668,-11642015,0
4656,'2019/09/19 12:50:49:130',41,-7367797,-6117983,-5920859,-5986395,-6315358,-7039853,-8092540,-9670540,-11248286,-12235694,-6907500,-5592407,-5461077,-6515051,-9347234,-10269109,-11519690,-11122616,-9408397,-9998733,-6578791,-5460821,-5395028,-5658199,-6250593,-6053470,-6448228,-6842985,-7434863,-9078659,-6579047,-5658455,-8947848,-14803938,-12767439,-8230554,-7766403,-7501945,-7698550,-9408138,-6776425,-5987420,-13092292,-15397874,-13295583,-11192265,-11060679,-10662839,-9804182,-9671052,-6776681,-6118749,-9408399,-14080215,-12635342,-10794168,-9673886,-9673628,-10856871,-9737103,-8618627,-8158076,-6842472,-6842472,-7171437,-7369072,-7631987,-7763830,-9080203,-9934739,-8947593,-10461601,-7763830,-7632245,-8030861,-8032917,-7902361,-7835537,-8618880,-9999505,-8420734,-8421504,-7434865,-7437196,-7313872,-7773892,-8691888,-9805724,-9473416,-9406081,-8749442,-8354941,-8223355,-8224649,-8492747,-8034517,-9739453,-12819337,-12558740,-11642015,0
4657,'2019/09/19 12:50:49:164',41,-7367797,-6117983,-5920859,-5986395,-6315358,-7039853,-8092540,-9670540,-11248286,-12235694,-6907500,-5592407,-5461077,-6515051,-9347234,-10269109,-11519690,-11122616,-9408397,-9998733,-6578791,-5460821,-5395028,-5658199,-6250593,-6053470,-6448228,-6842985,-7434863,-9078659,-6579047,-5658455,-8947848,-14803938,-12767439,-8230554,-7766403,-7501945,-7698550,-9408138,-6776425,-5987420,-13092292,-15397874,-13295583,-11192265,-11060679,-10662839,-9804182,-9671052,-6776681,-6118749,-9408399,-14080215,-12635342,-10794168,-9673886,-9673628,-10856871,-9737103,-8618627,-8158076,-6842472,-6842472,-7171437,-7369072,-7631987,-7763830,-9080203,-9934739,-8947593,-10461601,-7763830,-7632245,-8030861,-8032917,-7902361,-7835537,-8618880,-9999505,-8420734,-8421504,-7434865,-7437196,-7313872,-7773892,-8691888,-9805724,-9473416,-9406081,-8749442,-8354941,-8223355,-8224649,-8492747,-8034517,-9739453,-12819337,-12558740,-11642015,0
4658,'2019/09/19 12:50:49:197',41,-7433589,-6117984,-5920859,-5986651,-6249823,-7236719,-8223870,-9801870,-11183262,-12301230,-6841963,-5592407,-5461076,-6580844,-9347234,-10203573,-11584969,-11122359,-9408396,-9998731,-6578791,-5460821,-5395284,-5658199,-6250592,-6053469,-6447971,-6842985,-7434607,-9078403,-6579046,-5658455,-9013385,-14738402,-12701647,-8165018,-7700866,-7436409,-7764086,-9407882,-6776425,-5987420,-13092549,-15397874,-13295583,-11126473,-11060679,-10662839,-9804182,-9670797,-6776681,-6118749,-9474191,-14146008,-12635598,-10794424,-9739679,-9739164,-10856870,-9737103,-8618627,-8158076,-6842473,-6842472,-7171437,-7434352,-7566451,-7763831,-9080202,-9934483,-8947592,-10461601,-7763830,-7566709,-8096652,-8032918,-7902617,-7835282,-8618880,-9934225,-8355198,-8421504,-7434865,-7437452,-7313872,-7773891,-8757425,-9739934,-9473160,-9340801,-8814978,-8420477,-8223355,-8290185,-8492492,-8034517,-9673916,-12884874,-12427668,-11576479,0
4659,'2019/09/19 12:50:49:230',41,-7433332,-6117984,-5920859,-5986651,-6315359,-7171696,-8224382,-9802127,-11314336,-12301230,-6841963,-5657943,-5460821,-6581100,-9412771,-10203572,-11519434,-10991030,-9342603,-9933196,-6513255,-5460821,-5395284,-5658199,-6250592,-6119006,-6447971,-6908521,-7434607,-9078403,-6579047,-5658200,-8947848,-14738402,-12635855,-8165017,-7766146,-7436409,-7764086,-9342602,-6776425,-6052956,-13158085,-15397619,-13295584,-11126473,-11060679,-10662839,-9804182,-9671052,-6842217,-6118749,-9474448,-14146008,-12701135,-10794424,-9739678,-9739164,-10856871,-9737103,-8618627,-8158076,-6776936,-6842472,-7171437,-7369072,-7566451,-7763830,-9079946,-9934740,-8882056,-10527138,-7763830,-7566709,-8031117,-8098454,-7968153,-7835282,-8618881,-9933970,-8289918,-8421503,-7434865,-7437452,-7313617,-7773891,-8757424,-9739933,-9473159,-9340546,-8749442,-8354941,-8157819,-8290185,-8492747,-7968980,-9739452,-12950410,-12493204,-11576479,0
4660,'2019/09/19 12:50:49:265',41,-7433589,-6117983,-5920859,-6052187,-6250079,-7237232,-8224384,-9867920,-11314591,-12366767,-6907499,-5657944,-5526613,-6647150,-9347236,-10269109,-11584969,-10990773,-9342603,-9933196,-6513255,-5460821,-5395284,-5592663,-6184799,-6053469,-6382435,-6908521,-7434607,-9078402,-6579047,-5658456,-8947848,-14672609,-12635598,-8164761,-7700610,-7436409,-7763830,-9342602,-6776425,-5987420,-13092549,-15397618,-13295585,-11192009,-11060679,-10662839,-9804182,-9671053,-6842217,-6118749,-9539985,-14211801,-12701392,-10794424,-9739679,-9673628,-10856871,-9737104,-8618627,-8092796,-6842472,-6908009,-7171437,-7369072,-7566451,-7764086,-9080202,-10000020,-8947592,-10461601,-7763831,-7632245,-8096653,-8032917,-7968152,-7835281,-8618880,-9934226,-8420734,-8421504,-7500402,-7502988,-7379152,-7773891,-8692143,-9805469,-9473159,-9340802,-8814722,-8354941,-8223355,-8290185,-8558284,-8034517,-9739453,-12753802,-12427668,-11576479,0
4661,'2019/09/19 12:50:49:298',41,-7433589,-6117983,-5920859,-6052187,-6250079,-7237232,-8224384,-9867920,-11314591,-12366767,-6907499,-5657944,-5526613,-6647150,-9347236,-10269109,-11584969,-10990773,-9342603,-9933196,-6513255,-5460821,-5395284,-5592663,-6184799,-6053469,-6382435,-6908521,-7434607,-9078402,-6579047,-5658456,-8947848,-14672609,-12635598,-8164761,-7700610,-7436409,-7763830,-9342602,-6776425,-5987420,-13092549,-15397618,-13295585,-11192009,-11060679,-10662839,-9804182,-9671053,-6842217,-6118749,-9539985,-14211801,-12701392,-10794424,-9739679,-9673628,-10856871,-9737104,-8618627,-8092796,-6842472,-6908009,-7171437,-7369072,-7566451,-7764086,-9080202,-10000020,-8947592,-10461601,-7763831,-7632245,-8096653,-8032917,-7968152,-7835281,-8618880,-9934226,-8420734,-8421504,-7500402,-7502988,-7379152,-7773891,-8692143,-9805469,-9473159,-9340802,-8814722,-8354941,-8223355,-8290185,-8558284,-8034517,-9739453,-12753802,-12427668,-11576479,0
4662,'2019/09/19 12:50:49:331',41,-7367797,-6117983,-5920859,-5986651,-6315360,-7303024,-8224639,-9933713,-11314592,-12301230,-6907244,-5592406,-5460821,-6712944,-9347235,-10203829,-11453896,-10925237,-9342604,-9932939,-6578790,-5460821,-5395284,-5592662,-6184799,-6053469,-6447971,-6908521,-7434607,-9012610,-6579047,-5658199,-8882311,-14606815,-12635854,-8164761,-7700610,-7436409,-7698293,-9407626,-6776425,-5987420,-13026757,-15397874,-13361121,-11192266,-11126215,-10662838,-9738646,-9671309,-6842217,-6118749,-9539985,-14211802,-12766928,-10794425,-9674143,-9673628,-10856871,-9737103,-8618627,-8092796,-6842472,-6908009,-7171437,-7369072,-7566451,-7763831,-9079946,-9934740,-8947592,-10461601,-7763831,-7632502,-8096396,-8098197,-7967896,-7835280,-8618881,-9934226,-8355454,-8421504,-7500401,-7502988,-7379408,-7839426,-8692143,-9740190,-9473159,-9406082,-8814722,-8420733,-8223354,-8224649,-8492749,-8100053,-9673917,-12819339,-12427669,-11510944,0
4663,'2019/09/19 12:50:49:364',41,-7367796,-6117983,-5920603,-5986651,-6315359,-7237489,-8355713,-9999507,-11445665,-12301231,-6907500,-5592407,-5461076,-6844786,-9346977,-10203829,-11453383,-10924981,-9277067,-9867403,-6578791,-5460821,-5395027,-5592407,-6119006,-6053469,-6447970,-6908521,-7369070,-8881280,-6579046,-5658199,-8881798,-14541022,-12701134,-8099225,-7634817,-7436152,-7632500,-9276552,-6776425,-5987164,-12960964,-15397619,-13361377,-11192522,-11192007,-10597302,-9738390,-9671310,-6776681,-6053213,-9539984,-14211802,-12832464,-10860216,-9674142,-9673628,-10856871,-9802896,-8618627,-8092540,-6842473,-6842472,-7171436,-7368816,-7566451,-7764087,-9079947,-9934740,-8947592,-10461601,-7763830,-7632503,-8030603,-8097939,-7967382,-7900560,-8684674,-10065811,-8420734,-8421504,-7500402,-7437451,-7445196,-7839678,-8626607,-9478304,-9472902,-9340802,-8749186,-8420477,-8223354,-8355721,-8492747,-8034773,-9674173,-12819338,-12427670,-11445406,0
4664,'2019/09/19 12:50:49:398',41,-7367796,-6117983,-5920603,-5986651,-6315359,-7237489,-8355713,-9999507,-11445665,-12301231,-6907500,-5592407,-5461076,-6844786,-9346977,-10203829,-11453383,-10924981,-9277067,-9867403,-6578791,-5460821,-5395027,-5592407,-6119006,-6053469,-6447970,-6908521,-7369070,-8881280,-6579046,-5658199,-8881798,-14541022,-12701134,-8099225,-7634817,-7436152,-7632500,-9276552,-6776425,-5987164,-12960964,-15397619,-13361377,-11192522,-11192007,-10597302,-9738390,-9671310,-6776681,-6053213,-9539984,-14211802,-12832464,-10860216,-9674142,-9673628,-10856871,-9802896,-8618627,-8092540,-6842473,-6842472,-7171436,-7368816,-7566451,-7764087,-9079947,-9934740,-8947592,-10461601,-7763830,-7632503,-8030603,-8097939,-7967382,-7900560,-8684674,-10065811,-8420734,-8421504,-7500402,-7437451,-7445196,-7839678,-8626607,-9478304,-9472902,-9340802,-8749186,-8420477,-8223354,-8355721,-8492747,-8034773,-9674173,-12819338,-12427670,-11445406,0
4665,'2019/09/19 12:50:49:430',41,-7433333,-6117983,-5920603,-5986395,-6315360,-7303025,-8421763,-10197142,-11446179,-12432303,-6907500,-5592406,-5460820,-6976629,-9149599,-10137779,-11321540,-10793651,-9276810,-9867146,-6578791,-5460820,-5395027,-5592406,-6119006,-6053469,-6447970,-6842985,-7369070,-8814974,-6579046,-5658199,-8816006,-14540765,-12570062,-7967895,-7569281,-7370615,-7566707,-9210759,-6710889,-5987163,-12895170,-15463155,-13492706,-11389130,-11192008,-10597302,-9738389,-9737102,-6776681,-6053213,-9474191,-14211801,-12767185,-10794681,-9739679,-9673372,-10922407,-9802896,-8553090,-8092540,-6776936,-6842472,-7171437,-7369072,-7566451,-7763830,-9079946,-10000276,-8947592,-10461601,-7763830,-7632759,-8030088,-8031889,-7966867,-8031631,-8750467,-10000532,-8355198,-8421504,-7434865,-7503242,-7511240,-7905468,-8561324,-9216675,-9341573,-9471875,-8814722,-8354941,-8157819,-8290185,-8492748,-8034774,-9739452,-12754059,-12296856,-11314079,0
4666,'2019/09/19 12:50:49:464',41,-7367796,-6117983,-5855067,-5920859,-6381153,-7369333,-8619398,-10329756,-11577765,-12367024,-6907499,-5592407,-5395284,-7239803,-8951962,-10005679,-11124159,-10661552,-9145481,-9801351,-6578791,-5460820,-5329491,-5526869,-6119006,-6053213,-6447970,-6908265,-7368814,-8749180,-6579047,-5592663,-8750212,-14409437,-12570062,-7770775,-7503487,-7370359,-7500914,-9079174,-6710889,-5921627,-12829376,-15397873,-13426914,-11323594,-11257800,-10531510,-9672853,-9737103,-6776680,-6053213,-9408142,-14211801,-12766928,-10860217,-9674142,-9673371,-10856871,-9802897,-8618627,-8092539,-6776680,-6842472,-7171180,-7368816,-7566451,-7764086,-9079946,-9934740,-8947592,-10461601,-7763575,-7632246,-7897731,-8030860,-8031375,-8096653,-8750981,-10066069,-8355198,-8421503,-7434865,-7569290,-7642819,-7905975,-8364714,-9020326,-9341316,-9537667,-8814722,-8354941,-8157819,-8290185,-8558283,-8034773,-9739453,-12623246,-12166042,-11248288,0
4667,'2019/09/19 12:50:49:497',41,-7367796,-6117983,-5855067,-5920859,-6381153,-7369333,-8619398,-10329756,-11577765,-12367024,-6907499,-5592407,-5395284,-7239803,-8951962,-10005679,-11124159,-10661552,-9145481,-9801351,-6578791,-5460820,-5329491,-5526869,-6119006,-6053213,-6447970,-6908265,-7368814,-8749180,-6579047,-5592663,-8750212,-14409437,-12570062,-7770775,-7503487,-7370359,-7500914,-9079174,-6710889,-5921627,-12829376,-15397873,-13426914,-11323594,-11257800,-10531510,-9672853,-9737103,-6776680,-6053213,-9408142,-14211801,-12766928,-10860217,-9674142,-9673371,-10856871,-9802897,-8618627,-8092539,-6776680,-6842472,-7171180,-7368816,-7566451,-7764086,-9079946,-9934740,-8947592,-10461601,-7763575,-7632246,-7897731,-8030860,-8031375,-8096653,-8750981,-10066069,-8355198,-8421503,-7434865,-7569290,-7642819,-7905975,-8364714,-9020326,-9341316,-9537667,-8814722,-8354941,-8157819,-8290185,-8558283,-8034773,-9739453,-12623246,-12166042,-11248288,0
4668,'2019/09/19 12:50:49:531',41,-7433333,-6117983,-5855067,-5920859,-6447460,-7632762,-8948364,-10724772,-11709608,-12432815,-6841963,-5592407,-5395284,-7437695,-8754070,-9742507,-10860475,-10464172,-9013639,-9670024,-6578791,-5395028,-5329491,-5526869,-6118749,-6053213,-6382178,-6842728,-7303277,-8683130,-6578790,-5592407,-8618882,-14409437,-12635342,-7704981,-7371902,-7304822,-7435121,-8947844,-6710888,-5921627,-12698048,-15397618,-13361378,-11257801,-11192009,-10465718,-9672597,-9737103,-6776424,-6053212,-9276813,-14146008,-12766928,-10859961,-9673886,-9607835,-10856870,-9737360,-8618370,-8092539,-6776680,-6842216,-7171180,-7368816,-7500914,-7763830,-9014409,-9934739,-8947592,-10461345,-7763830,-7566452,-7830653,-8030088,-8030604,-8161674,-8882310,-10066069,-8355198,-8421504,-7434865,-7701387,-7840442,-7906480,-8036518,-8692647,-9276038,-9537924,-8749185,-8420477,-8223355,-8355721,-8492747,-8100308,-9871037,-12558226,-12035228,-11182751,0
4669,'2019/09/19 12:50:49:564',41,-7367797,-6117984,-5855066,-5986395,-6645610,-7961984,-9212050,-11054252,-11841451,-12498096,-6841963,-5592407,-5395284,-7635588,-8556433,-9544871,-10597302,-10266279,-8947589,-9735302,-6513255,-5395028,-5329490,-5526613,-6053213,-5987676,-6382177,-6842728,-7303277,-8617592,-6513254,-5592407,-8618627,-14475229,-12569804,-7573652,-7306110,-7239029,-7369328,-8947330,-6710633,-5921371,-12697792,-15397874,-13361377,-11192009,-11192008,-10399925,-9607061,-9736846,-6710888,-6052956,-9211276,-14080215,-12701391,-10859960,-9673886,-9673371,-10856615,-9737360,-8552834,-8027003,-6776680,-6776679,-7171180,-7368816,-7566194,-7763830,-9014410,-9934739,-8882055,-10461601,-7763574,-7566452,-7698295,-8029316,-8029832,-8161160,-8817030,-10065813,-8355198,-8421504,-7434865,-7702158,-7972021,-7840684,-7708068,-8364455,-9210759,-9669253,-8814721,-8354941,-8223355,-8290185,-8558283,-8297428,-9871548,-12558997,-11969436,-11183006,0
4670,'2019/09/19 12:50:49:597',41,-7433333,-6117983,-5855066,-6052445,-7040369,-8356999,-9541529,-11252402,-11973038,-12367280,-6841964,-5592407,-5461077,-7832967,-8292748,-9281442,-10333873,-10002851,-8750467,-9604229,-6513255,-5460564,-5329234,-5526613,-6053213,-5987676,-6382177,-6842727,-7368557,-8551801,-6513254,-5592406,-8553091,-14540766,-12438476,-7442067,-7240316,-7238774,-7303535,-8881282,-6710632,-5921371,-12698048,-15397873,-13360864,-11126216,-11060679,-10334131,-9606803,-9671310,-6710888,-5987420,-9145484,-14080215,-12701135,-10794167,-9673885,-9673371,-10856871,-9737103,-8552834,-8026747,-6776679,-6776679,-7105644,-7368815,-7566195,-7698294,-9014410,-9934483,-8947336,-10461345,-7698038,-7500915,-7698038,-7963009,-7963781,-8226182,-8882310,-10065812,-8355198,-8355967,-7434865,-7768207,-8037296,-7775148,-7642532,-8233382,-9211016,-9603717,-8749185,-8354941,-8157819,-8290185,-8558538,-8494544,-9937082,-12493977,-11838621,-11248287,0
4671,'2019/09/19 12:50:49:631',41,-7433333,-6117983,-5920603,-6250338,-7567227,-8818065,-10002337,-11515832,-12104881,-12367022,-6841963,-5592151,-5592663,-7832710,-7897475,-9083549,-10135723,-9739422,-8618624,-9603974,-6578791,-5395028,-5329234,-5526613,-6053213,-5987420,-6316641,-6842728,-7303021,-8551543,-6513254,-5526870,-8553090,-14541023,-12372682,-7310738,-7174524,-7238773,-7303534,-8749952,-6710632,-5855834,-12763584,-15397875,-13295329,-10995144,-10929350,-10268338,-9475474,-9605773,-6710888,-5987420,-9145483,-14014423,-12700879,-10794167,-9673629,-9673371,-10856615,-9737103,-8552834,-8026747,-6776679,-6776679,-7105644,-7303279,-7500658,-7698294,-9079946,-9868947,-8882055,-10461601,-7698038,-7500660,-7698038,-7962239,-7963010,-8225925,-8816774,-10000276,-8355198,-8355968,-7434865,-7834256,-7905967,-7709612,-7511460,-8101797,-9211531,-9669509,-8749185,-8354941,-8223355,-8290185,-8624330,-8560334,-9937081,-12428957,-11707549,-11248542,0
