@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute inputs-27 numeric
@attribute inputs-28 numeric
@attribute inputs-29 numeric
@attribute inputs-30 numeric
@attribute inputs-31 numeric
@attribute inputs-32 numeric
@attribute inputs-33 numeric
@attribute inputs-34 numeric
@attribute inputs-35 numeric
@attribute inputs-36 numeric
@attribute inputs-37 numeric
@attribute inputs-38 numeric
@attribute inputs-39 numeric
@attribute inputs-40 numeric
@attribute inputs-41 numeric
@attribute inputs-42 numeric
@attribute inputs-43 numeric
@attribute inputs-44 numeric
@attribute inputs-45 numeric
@attribute inputs-46 numeric
@attribute inputs-47 numeric
@attribute inputs-48 numeric
@attribute inputs-49 numeric
@attribute inputs-50 numeric
@attribute inputs-51 numeric
@attribute inputs-52 numeric
@attribute inputs-53 numeric
@attribute inputs-54 numeric
@attribute inputs-55 numeric
@attribute inputs-56 numeric
@attribute inputs-57 numeric
@attribute inputs-58 numeric
@attribute inputs-59 numeric
@attribute inputs-60 numeric
@attribute inputs-61 numeric
@attribute inputs-62 numeric
@attribute inputs-63 numeric
@attribute inputs-64 numeric
@attribute inputs-65 numeric
@attribute inputs-66 numeric
@attribute inputs-67 numeric
@attribute inputs-68 numeric
@attribute inputs-69 numeric
@attribute inputs-70 numeric
@attribute inputs-71 numeric
@attribute inputs-72 numeric
@attribute inputs-73 numeric
@attribute inputs-74 numeric
@attribute inputs-75 numeric
@attribute inputs-76 numeric
@attribute inputs-77 numeric
@attribute inputs-78 numeric
@attribute inputs-79 numeric
@attribute inputs-80 numeric
@attribute inputs-81 numeric
@attribute inputs-82 numeric
@attribute inputs-83 numeric
@attribute inputs-84 numeric
@attribute inputs-85 numeric
@attribute inputs-86 numeric
@attribute inputs-87 numeric
@attribute inputs-88 numeric
@attribute inputs-89 numeric
@attribute inputs-90 numeric
@attribute inputs-91 numeric
@attribute inputs-92 numeric
@attribute inputs-93 numeric
@attribute inputs-94 numeric
@attribute inputs-95 numeric
@attribute inputs-96 numeric
@attribute inputs-97 numeric
@attribute inputs-98 numeric
@attribute inputs-99 numeric
@attribute inputs-100 numeric
@attribute outputs-1 numeric

@data
4519,'2019/09/19 12:48:35:019',40,-7631225,-6381412,-6117982,-5986651,-6183516,-6512224,-6972772,-7629930,-8222065,-9536123,-7170672,-5921115,-5592662,-5592405,-5723991,-5921626,-6316127,-6842214,-7565421,-9472130,-6907756,-5658200,-5461077,-5461077,-5724248,-5921627,-6250591,-6711142,-7763829,-9605518,-6842219,-5789785,-7697781,-11646389,-7373703,-6912895,-7636361,-8426137,-9215135,-10201000,-6974060,-6645093,-14935266,-12639455,-10799052,-9484733,-9548729,-9809331,-10464686,-10462627,-6908267,-6381921,-14671838,-13427685,-11521745,-10666439,-10140865,-10467774,-10399665,-10068641,-8618883,-8158332,-7105900,-8750725,-8619911,-8159619,-8752526,-9476506,-10726314,-11449779,-9079435,-10592930,-7632245,-7566452,-7698038,-7763574,-7895416,-8092795,-9013895,-10066069,-8552577,-8487553,-7565938,-7437453,-6918359,-7114445,-8817829,-10783614,-10850437,-11445663,-8946307,-8420990,-8289147,-8355979,-8623818,-8165589,-9804986,-12950409,-13016975,-13346455,1
4520,'2019/09/19 12:48:35:052',40,-7631225,-6381412,-6117982,-5986651,-6183516,-6512224,-6972772,-7629930,-8222065,-9536123,-7170672,-5921115,-5592662,-5592405,-5723991,-5921626,-6316127,-6842214,-7565421,-9472130,-6907756,-5658200,-5461077,-5461077,-5724248,-5921627,-6250591,-6711142,-7763829,-9605518,-6842219,-5789785,-7697781,-11646389,-7373703,-6912895,-7636361,-8426137,-9215135,-10201000,-6974060,-6645093,-14935266,-12639455,-10799052,-9484733,-9548729,-9809331,-10464686,-10462627,-6908267,-6381921,-14671838,-13427685,-11521745,-10666439,-10140865,-10467774,-10399665,-10068641,-8618883,-8158332,-7105900,-8750725,-8619911,-8159619,-8752526,-9476506,-10726314,-11449779,-9079435,-10592930,-7632245,-7566452,-7698038,-7763574,-7895416,-8092795,-9013895,-10066069,-8552577,-8487553,-7565938,-7437453,-6918359,-7114445,-8817829,-10783614,-10850437,-11445663,-8946307,-8420990,-8289147,-8355979,-8623818,-8165589,-9804986,-12950409,-13016975,-13346455,1
4521,'2019/09/19 12:48:35:085',40,-7696761,-6381412,-6118238,-5986651,-6183772,-6512480,-6972516,-7629930,-8352881,-9536122,-7170928,-5855579,-5592662,-5526869,-5658455,-5921626,-6316127,-6842470,-7499629,-9537410,-6842220,-5658200,-5461076,-5461332,-5724504,-5921883,-6250591,-6711142,-7698293,-9605518,-6842219,-5789785,-7632245,-11909303,-7505031,-6781051,-7438726,-8163221,-9083548,-10003878,-6974060,-6645093,-15000802,-12573661,-10536136,-9616062,-9680059,-9940916,-10530736,-10594214,-6908266,-6381921,-14671839,-13493478,-11390417,-10600901,-10075072,-10401981,-10399664,-10134435,-8618883,-8158332,-7171437,-8750725,-8685448,-8159362,-8752013,-9476250,-10726058,-11515059,-9079434,-10592931,-7632244,-7566452,-7698038,-7698038,-7895416,-8092795,-9013896,-10065813,-8552577,-8487553,-7434865,-7437453,-6918103,-7114447,-8817829,-10849150,-10850437,-11445663,-8880771,-8420989,-8223611,-8355979,-8623820,-8100308,-9804986,-12950409,-13016974,-13411991,1
4522,'2019/09/19 12:48:35:120',40,-7696761,-6446948,-6117982,-5986651,-6118236,-6512480,-7038309,-7695466,-8287600,-9470586,-7170672,-5855579,-5592662,-5526869,-5724247,-5921627,-6316127,-6907750,-7499884,-9406594,-6841964,-5723736,-5461077,-5526869,-5789785,-5921883,-6250591,-6711142,-7698292,-9605773,-6842219,-5789785,-7697781,-11975096,-7570824,-6649467,-7307139,-8031635,-8951962,-9938085,-6974061,-6645093,-15000802,-12573663,-10404551,-9681598,-9680315,-9941173,-10596529,-10660264,-6908267,-6381921,-14671838,-13559015,-11390417,-10600645,-10074559,-10336188,-10399664,-10200227,-8684164,-8158332,-7171437,-8750726,-8750984,-8159361,-8686219,-9476249,-10726058,-11515059,-9144971,-10592931,-7632244,-7566452,-7698038,-7763574,-7895416,-8092795,-9013895,-10000276,-8552577,-8553090,-7500401,-7502989,-6983639,-7179982,-8817829,-10849150,-10784900,-11380127,-8880771,-8486270,-8289148,-8355979,-8558539,-8100308,-9804986,-12884873,-13082511,-13411991,1
4523,'2019/09/19 12:48:35:153',40,-7696761,-6446948,-6117982,-5986651,-6118236,-6512480,-7038309,-7695466,-8287600,-9470586,-7170672,-5855579,-5592662,-5526869,-5724247,-5921627,-6316127,-6907750,-7499884,-9406594,-6841964,-5723736,-5461077,-5526869,-5789785,-5921883,-6250591,-6711142,-7698292,-9605773,-6842219,-5789785,-7697781,-11975096,-7570824,-6649467,-7307139,-8031635,-8951962,-9938085,-6974061,-6645093,-15000802,-12573663,-10404551,-9681598,-9680315,-9941173,-10596529,-10660264,-6908267,-6381921,-14671838,-13559015,-11390417,-10600645,-10074559,-10336188,-10399664,-10200227,-8684164,-8158332,-7171437,-8750726,-8750984,-8159361,-8686219,-9476249,-10726058,-11515059,-9144971,-10592931,-7632244,-7566452,-7698038,-7763574,-7895416,-8092795,-9013895,-10000276,-8552577,-8553090,-7500401,-7502989,-6983639,-7179982,-8817829,-10849150,-10784900,-11380127,-8880771,-8486270,-8289148,-8355979,-8558539,-8100308,-9804986,-12884873,-13082511,-13411991,1
4524,'2019/09/19 12:48:35:186',40,-7696505,-6446948,-6117982,-5986651,-6118236,-6446944,-7038309,-7629930,-8287601,-9470587,-7170928,-5921115,-5592662,-5526869,-5658711,-5921626,-6381664,-6842470,-7499885,-9472129,-6842220,-5658200,-5460821,-5526613,-5724248,-5921883,-6250591,-6711142,-7698292,-9605517,-6842220,-5790041,-7698037,-11975097,-7636360,-6649466,-7241346,-7900305,-8886170,-9872292,-6974060,-6710885,-15000546,-12704734,-10273221,-9681598,-9745851,-10006965,-10662322,-10725801,-6973803,-6447457,-14737631,-13690343,-11455698,-10666437,-10074815,-10336444,-10465201,-10200227,-8684163,-8158333,-7171437,-8816262,-8751240,-8159361,-8751755,-9476249,-10726058,-11449779,-9144971,-10593186,-7632245,-7566452,-7698038,-7763830,-7895160,-8092795,-9013896,-10000276,-8552577,-8553089,-7500402,-7502990,-6918358,-7114445,-8817829,-10783615,-10784901,-11445663,-8880771,-8420990,-8289147,-8355978,-8558539,-8100052,-9739449,-12884873,-13017229,-13411735,1
4525,'2019/09/19 12:48:35:218',40,-7696505,-6446948,-6117982,-5986651,-6118236,-6446944,-7038309,-7629930,-8287601,-9470587,-7170928,-5921115,-5592662,-5526869,-5658711,-5921626,-6381664,-6842470,-7499885,-9472129,-6842220,-5658200,-5460821,-5526613,-5724248,-5921883,-6250591,-6711142,-7698292,-9605517,-6842220,-5790041,-7698037,-11975097,-7636360,-6649466,-7241346,-7900305,-8886170,-9872292,-6974060,-6710885,-15000546,-12704734,-10273221,-9681598,-9745851,-10006965,-10662322,-10725801,-6973803,-6447457,-14737631,-13690343,-11455698,-10666437,-10074815,-10336444,-10465201,-10200227,-8684163,-8158333,-7171437,-8816262,-8751240,-8159361,-8751755,-9476249,-10726058,-11449779,-9144971,-10593186,-7632245,-7566452,-7698038,-7763830,-7895160,-8092795,-9013896,-10000276,-8552577,-8553089,-7500402,-7502990,-6918358,-7114445,-8817829,-10783615,-10784901,-11445663,-8880771,-8420990,-8289147,-8355978,-8558539,-8100052,-9739449,-12884873,-13017229,-13411735,1
4526,'2019/09/19 12:48:35:252',40,-7631225,-6381412,-6117982,-5986651,-6183772,-6512480,-6972773,-7629930,-8287601,-9470587,-7170928,-5855580,-5592663,-5526869,-5724247,-5987163,-6316127,-6907750,-7499884,-9472130,-6907756,-5658200,-5461077,-5526869,-5724504,-5987419,-6250591,-6711142,-7763829,-9671054,-6842474,-5790041,-7698038,-11975097,-7636360,-6649466,-7307138,-8031634,-8951963,-9937829,-6974061,-6710886,-14935266,-12639198,-10404293,-9747390,-9746107,-10006966,-10662321,-10660265,-6908523,-6381921,-14672095,-13755879,-11455952,-10666694,-10075072,-10401982,-10399920,-10134692,-8618883,-8158332,-7171437,-8816518,-8751240,-8159617,-8686475,-9476249,-10660778,-11449779,-9144971,-10593186,-7632245,-7566452,-7698039,-7763830,-7895416,-8158331,-9013895,-10000276,-8618113,-8487553,-7500402,-7502990,-6983639,-7114702,-8818084,-10849150,-10784901,-11445664,-8880771,-8420734,-8289148,-8355978,-8623820,-8165588,-9804986,-12950409,-13082766,-13477527,1
4527,'2019/09/19 12:48:35:286',40,-7631225,-6381412,-6117982,-5986651,-6183772,-6512480,-6972773,-7629930,-8287601,-9470587,-7170928,-5855580,-5592663,-5526869,-5724247,-5987163,-6316127,-6907750,-7499884,-9472130,-6907756,-5658200,-5461077,-5526869,-5724504,-5987419,-6250591,-6711142,-7763829,-9671054,-6842474,-5790041,-7698038,-11975097,-7636360,-6649466,-7307138,-8031634,-8951963,-9937829,-6974061,-6710886,-14935266,-12639198,-10404293,-9747390,-9746107,-10006966,-10662321,-10660265,-6908523,-6381921,-14672095,-13755879,-11455952,-10666694,-10075072,-10401982,-10399920,-10134692,-8618883,-8158332,-7171437,-8816518,-8751240,-8159617,-8686475,-9476249,-10660778,-11449779,-9144971,-10593186,-7632245,-7566452,-7698039,-7763830,-7895416,-8158331,-9013895,-10000276,-8618113,-8487553,-7500402,-7502990,-6983639,-7114702,-8818084,-10849150,-10784901,-11445664,-8880771,-8420734,-8289148,-8355978,-8623820,-8165588,-9804986,-12950409,-13082766,-13477527,1
4528,'2019/09/19 12:48:35:319',40,-7631225,-6446948,-6118237,-5986651,-6183772,-6578017,-7038053,-7629929,-8353136,-9536123,-7170928,-5855579,-5592662,-5592405,-5724247,-5921627,-6316127,-6842470,-7565420,-9472130,-6842220,-5658201,-5460821,-5526613,-5724504,-5921883,-6250591,-6711142,-7763829,-9605773,-6842219,-5790042,-7697781,-11909304,-7570823,-6649723,-7372675,-8031635,-8952219,-9938084,-6974060,-6710886,-14935266,-12639198,-10404551,-9681598,-9745852,-9941429,-10596529,-10594727,-6973803,-6381921,-14672095,-13755879,-11521745,-10666695,-10206144,-10402237,-10465457,-10134435,-8618883,-8158332,-7171437,-8881798,-8751240,-8159618,-8686477,-9410970,-10660778,-11515316,-9144971,-10592931,-7632244,-7566452,-7698038,-7763574,-7895416,-8092795,-9013895,-10000277,-8487041,-8553090,-7500401,-7502990,-6983895,-7114446,-8817829,-10849151,-10784900,-11445663,-8880771,-8420990,-8223612,-8356234,-8623820,-8165589,-9804731,-13015945,-13082766,-13346455,1
4529,'2019/09/19 12:48:35:353',40,-7696761,-6381412,-6118238,-6052187,-6183773,-6512480,-7038309,-7564395,-8353136,-9601659,-7170928,-5855579,-5592662,-5526869,-5724247,-5921626,-6316128,-6908006,-7499884,-9472130,-6842219,-5658200,-5461077,-5526869,-5790040,-5921883,-6250592,-6711142,-7698293,-9605518,-6842475,-5790042,-7697781,-11909303,-7570824,-6715259,-7438467,-8031892,-9017755,-10003877,-7039596,-6710629,-14935010,-12639198,-10470343,-9681598,-9746107,-10006965,-10662321,-10725800,-6908522,-6381921,-14671839,-13690600,-11456210,-10732231,-10206400,-10467774,-10465457,-10134435,-8684419,-8158332,-7171438,-8882055,-8751241,-8159618,-8686477,-9410970,-10726314,-11449779,-9144971,-10592931,-7697781,-7566452,-7698038,-7763830,-7895416,-8158331,-9013896,-10000532,-8618113,-8553090,-7500401,-7437710,-6983894,-7179982,-8817829,-10849151,-10784901,-11445664,-8946308,-8420990,-8289147,-8355978,-8623819,-8034772,-9804986,-12950410,-13148046,-13477527,1
4530,'2019/09/19 12:48:35:386',40,-7696761,-6381412,-6052702,-6052187,-6118236,-6512480,-7038309,-7629930,-8353136,-9470587,-7170928,-5921115,-5592663,-5526869,-5724248,-5921627,-6316127,-6908006,-7499884,-9537665,-6842219,-5658200,-5461077,-5526869,-5790041,-5987419,-6250591,-6776678,-7763829,-9671054,-6908011,-5790042,-7697781,-11909303,-7570824,-6715259,-7372676,-8162963,-9017755,-9938341,-6974061,-6645094,-14935010,-12639453,-10470343,-9681598,-9746108,-10006966,-10662065,-10594728,-6908522,-6381922,-14672095,-13756135,-11521747,-10732487,-10140865,-10533310,-10465458,-10134434,-8618883,-8158333,-7171437,-8882054,-8751240,-8094338,-8752269,-9410970,-10726314,-11449779,-9079435,-10593187,-7632245,-7566453,-7698038,-7763830,-7895416,-8158331,-9014151,-10000532,-8618369,-8487553,-7500402,-7502990,-6983895,-7114701,-8818084,-10783614,-10785157,-11445663,-8946307,-8486526,-8289148,-8355978,-8689355,-8100308,-9870522,-12950409,-13082766,-13411992,1
4531,'2019/09/19 12:48:35:420',40,-7762297,-6446949,-6118238,-5986651,-6183773,-6512480,-7038309,-7695466,-8353136,-9536123,-7170928,-5855580,-5592662,-5526869,-5724247,-5987163,-6316128,-6908007,-7499885,-9472129,-6842220,-5723736,-5461077,-5526869,-5790040,-5921883,-6250591,-6711142,-7763829,-9605774,-6842475,-5790041,-7632244,-11909303,-7570824,-6715259,-7307395,-8097427,-8952219,-9938341,-6974060,-6710629,-14935010,-12639198,-10404551,-9681598,-9746108,-10006966,-10596786,-10594728,-6908523,-6381921,-14671839,-13624807,-11522002,-10798024,-10206402,-10533567,-10465457,-10134178,-8684419,-8158332,-7171693,-8882055,-8685704,-8159875,-8686734,-9476506,-10660778,-11515316,-9144971,-10592931,-7632245,-7566452,-7698038,-7763830,-7895160,-8092795,-9013896,-10000533,-8552833,-8553090,-7500402,-7503245,-6983638,-7114701,-8817829,-10849151,-10784901,-11511200,-8946307,-8486526,-8289148,-8355979,-8558539,-8165589,-9804986,-12950409,-13017230,-13411991,1
4532,'2019/09/19 12:48:35:452',40,-7762297,-6446949,-6118238,-5986651,-6183773,-6512480,-7038309,-7695466,-8353136,-9536123,-7170928,-5855580,-5592662,-5526869,-5724247,-5987163,-6316128,-6908007,-7499885,-9472129,-6842220,-5723736,-5461077,-5526869,-5790040,-5921883,-6250591,-6711142,-7763829,-9605774,-6842475,-5790041,-7632244,-11909303,-7570824,-6715259,-7307395,-8097427,-8952219,-9938341,-6974060,-6710629,-14935010,-12639198,-10404551,-9681598,-9746108,-10006966,-10596786,-10594728,-6908523,-6381921,-14671839,-13624807,-11522002,-10798024,-10206402,-10533567,-10465457,-10134178,-8684419,-8158332,-7171693,-8882055,-8685704,-8159875,-8686734,-9476506,-10660778,-11515316,-9144971,-10592931,-7632245,-7566452,-7698038,-7763830,-7895160,-8092795,-9013896,-10000533,-8552833,-8553090,-7500402,-7503245,-6983638,-7114701,-8817829,-10849151,-10784901,-11511200,-8946307,-8486526,-8289148,-8355979,-8558539,-8165589,-9804986,-12950409,-13017230,-13411991,1
4533,'2019/09/19 12:48:35:486',40,-7696761,-6381412,-6117982,-6052187,-6183773,-6512480,-6972773,-7695466,-8222065,-9601659,-7170928,-5855579,-5592662,-5592406,-5724247,-5921626,-6316383,-6908006,-7499884,-9472130,-6907756,-5658200,-5461077,-5526869,-5790040,-5987419,-6250591,-6776678,-7763829,-9671310,-6908011,-5790041,-7632244,-11843767,-7570824,-6715259,-7438468,-8162964,-9017756,-10003878,-6974060,-6645093,-14935010,-12639199,-10535879,-9681854,-9746108,-10006965,-10596529,-10660008,-6973803,-6381921,-14671839,-13624807,-11587794,-10732488,-10272195,-10599103,-10465457,-10068642,-8618883,-8158333,-7171693,-8882055,-8685704,-8160131,-8752527,-9476763,-10726315,-11450036,-9144971,-10593187,-7632245,-7566452,-7698038,-7763830,-7895416,-8158332,-9014151,-10066070,-8618113,-8553090,-7500402,-7502990,-6918359,-7114446,-8818086,-10849151,-10785157,-11445664,-8946308,-8420990,-8354684,-8355979,-8624075,-8165844,-9804986,-12950410,-13082766,-13411992,1
4534,'2019/09/19 12:48:35:519',40,-7696761,-6381412,-6117982,-6052187,-6183773,-6512480,-6972773,-7695466,-8222065,-9601659,-7170928,-5855579,-5592662,-5592406,-5724247,-5921626,-6316383,-6908006,-7499884,-9472130,-6907756,-5658200,-5461077,-5526869,-5790040,-5987419,-6250591,-6776678,-7763829,-9671310,-6908011,-5790041,-7632244,-11843767,-7570824,-6715259,-7438468,-8162964,-9017756,-10003878,-6974060,-6645093,-14935010,-12639199,-10535879,-9681854,-9746108,-10006965,-10596529,-10660008,-6973803,-6381921,-14671839,-13624807,-11587794,-10732488,-10272195,-10599103,-10465457,-10068642,-8618883,-8158333,-7171693,-8882055,-8685704,-8160131,-8752527,-9476763,-10726315,-11450036,-9144971,-10593187,-7632245,-7566452,-7698038,-7763830,-7895416,-8158332,-9014151,-10066070,-8618113,-8553090,-7500402,-7502990,-6918359,-7114446,-8818086,-10849151,-10785157,-11445664,-8946308,-8420990,-8354684,-8355979,-8624075,-8165844,-9804986,-12950410,-13082766,-13411992,1
4535,'2019/09/19 12:48:35:552',40,-7696761,-6446948,-6117982,-5986651,-6183772,-6512480,-7038309,-7629930,-8287601,-9470588,-7170928,-5855579,-5592663,-5592405,-5724248,-5987163,-6316128,-6907750,-7499884,-9472129,-6907756,-5658456,-5461077,-5526869,-5724504,-5987419,-6316128,-6776678,-7764085,-9671055,-6842475,-5790042,-7632244,-11843511,-7505031,-6781051,-7438725,-8163221,-9083548,-10069670,-6974061,-6645093,-14935009,-12639198,-10536135,-9681598,-9746107,-9941173,-10662065,-10594470,-6974059,-6381921,-14672095,-13559014,-11587795,-10863560,-10337987,-10664897,-10465458,-10068641,-8684419,-8158333,-7236974,-8882055,-8685448,-8160132,-8752783,-9411228,-10726315,-11450036,-9144971,-10593187,-7632245,-7566452,-7698038,-7763830,-7895416,-8158331,-9013896,-10131862,-8552833,-8553090,-7500658,-7437710,-6983895,-7114701,-8818086,-10849151,-10785157,-11380127,-8946307,-8486526,-8289404,-8355979,-8689356,-8165844,-9804987,-12884873,-13148302,-13477527,1
4536,'2019/09/19 12:48:35:586',40,-7696761,-6446948,-6118238,-6052187,-6118236,-6512480,-6972773,-7629930,-8287601,-9470843,-7170673,-5921115,-5658199,-5592406,-5724247,-5921627,-6316127,-6842470,-7499885,-9537410,-6842220,-5658200,-5461077,-5526869,-5724504,-5987419,-6250591,-6711142,-7763829,-9605775,-6842220,-5790042,-7632244,-11843511,-7505031,-6781052,-7504519,-8294550,-9083805,-10135207,-6974061,-6645093,-14935011,-12639199,-10536137,-9681598,-9680315,-9875636,-10530736,-10528678,-6908523,-6381921,-14672095,-13493477,-11653331,-10864073,-10403781,-10730688,-10530993,-10068385,-8618883,-8158333,-7171437,-8816518,-8554119,-8160389,-8753040,-9411485,-10661035,-11515573,-9144971,-10593187,-7632501,-7566452,-7698039,-7763574,-7895416,-8092795,-9014151,-10066326,-8552577,-8553090,-7500658,-7503246,-6983895,-7114701,-8818085,-10849151,-10785157,-11445664,-8880771,-8486526,-8223868,-8356234,-8558539,-8165844,-9804986,-12950409,-13082766,-13411991,1
4537,'2019/09/19 12:48:35:618',40,-7696761,-6446948,-6118238,-6052187,-6118236,-6512480,-6972773,-7629930,-8287601,-9470843,-7170673,-5921115,-5658199,-5592406,-5724247,-5921627,-6316127,-6842470,-7499885,-9537410,-6842220,-5658200,-5461077,-5526869,-5724504,-5987419,-6250591,-6711142,-7763829,-9605775,-6842220,-5790042,-7632244,-11843511,-7505031,-6781052,-7504519,-8294550,-9083805,-10135207,-6974061,-6645093,-14935011,-12639199,-10536137,-9681598,-9680315,-9875636,-10530736,-10528678,-6908523,-6381921,-14672095,-13493477,-11653331,-10864073,-10403781,-10730688,-10530993,-10068385,-8618883,-8158333,-7171437,-8816518,-8554119,-8160389,-8753040,-9411485,-10661035,-11515573,-9144971,-10593187,-7632501,-7566452,-7698039,-7763574,-7895416,-8092795,-9014151,-10066326,-8552577,-8553090,-7500658,-7503246,-6983895,-7114701,-8818085,-10849151,-10785157,-11445664,-8880771,-8486526,-8223868,-8356234,-8558539,-8165844,-9804986,-12950409,-13082766,-13411991,1
4538,'2019/09/19 12:48:35:652',40,-7696761,-6446949,-6118238,-6052187,-6183773,-6578017,-7038053,-7629930,-8222065,-9536123,-7105392,-5921115,-5592663,-5526869,-5724248,-5987163,-6381664,-6908007,-7565421,-9472130,-6907756,-5658200,-5461077,-5526869,-5789785,-5987420,-6250847,-6776678,-7763829,-9605775,-6842219,-5790042,-7632245,-11843511,-7439495,-6781308,-7570311,-8294807,-9215134,-10135463,-7039596,-6645093,-15000803,-12639198,-10601929,-9550526,-9614779,-9875380,-10464943,-10528421,-6974059,-6381921,-14737631,-13427942,-11718868,-10929610,-10469573,-10861762,-10530994,-10068383,-8618883,-8158332,-7171694,-8750982,-8422790,-8160646,-8753554,-9411999,-10661036,-11450292,-9144971,-10593187,-7632245,-7566453,-7698039,-7763830,-7895416,-8158331,-9013896,-10131863,-8618114,-8553090,-7500402,-7503246,-6983895,-7179982,-8883621,-10849151,-10785157,-11511200,-8946307,-8486526,-8223867,-8355979,-8624076,-8165844,-9804987,-12950410,-13082766,-13411992,1
4539,'2019/09/19 12:48:35:685',40,-7631226,-6446948,-6118238,-6052187,-6183773,-6512480,-7038309,-7629930,-8353136,-9601659,-7170929,-5921115,-5592663,-5526869,-5724247,-5987419,-6316128,-6908006,-7499885,-9406594,-6907756,-5658456,-5461077,-5526869,-5790041,-5987419,-6316128,-6711142,-7764085,-9605774,-6842219,-5790041,-7632245,-11843767,-7439495,-6846845,-7570568,-8360601,-9215390,-10201257,-6974061,-6710629,-15066596,-12639198,-10667466,-9615805,-9614522,-9875379,-10464942,-10462884,-6973803,-6381921,-14737631,-13493478,-11719125,-10929866,-10535110,-10862018,-10530994,-10067871,-8618883,-8158333,-7171693,-8685189,-8291461,-8095624,-8819091,-9477535,-10661036,-11450293,-9144971,-10593187,-7632245,-7631989,-7698038,-7763830,-7895416,-8093051,-9014152,-10197656,-8552833,-8553089,-7500658,-7503246,-6983895,-7114701,-8818085,-10914686,-10719621,-11511200,-8946307,-8420990,-8289404,-8355979,-8689355,-8165844,-9804986,-12950409,-13082767,-13411992,1
4540,'2019/09/19 12:48:35:719',40,-7631226,-6446948,-6118238,-6052187,-6183773,-6512480,-7038309,-7629930,-8353136,-9601659,-7170929,-5921115,-5592663,-5526869,-5724247,-5987419,-6316128,-6908006,-7499885,-9406594,-6907756,-5658456,-5461077,-5526869,-5790041,-5987419,-6316128,-6711142,-7764085,-9605774,-6842219,-5790041,-7632245,-11843767,-7439495,-6846845,-7570568,-8360601,-9215390,-10201257,-6974061,-6710629,-15066596,-12639198,-10667466,-9615805,-9614522,-9875379,-10464942,-10462884,-6973803,-6381921,-14737631,-13493478,-11719125,-10929866,-10535110,-10862018,-10530994,-10067871,-8618883,-8158333,-7171693,-8685189,-8291461,-8095624,-8819091,-9477535,-10661036,-11450293,-9144971,-10593187,-7632245,-7631989,-7698038,-7763830,-7895416,-8093051,-9014152,-10197656,-8552833,-8553089,-7500658,-7503246,-6983895,-7114701,-8818085,-10914686,-10719621,-11511200,-8946307,-8420990,-8289404,-8355979,-8689355,-8165844,-9804986,-12950409,-13082767,-13411992,1
4541,'2019/09/19 12:48:35:752',40,-7696760,-6446948,-6118238,-6052187,-6183773,-6512480,-7038309,-7629930,-8287601,-9601658,-7170672,-5855580,-5592662,-5526869,-5724247,-5987162,-6316127,-6907751,-7565421,-9537666,-6907756,-5723736,-5461077,-5526613,-5790040,-5921883,-6250592,-6711142,-7764086,-9605519,-6908012,-5790042,-7632244,-11909304,-7439238,-6912638,-7636361,-8426393,-9280928,-10267049,-6974061,-6645093,-15066852,-12639454,-10733001,-9681598,-9548985,-9875380,-10399150,-10397091,-6908523,-6381921,-14737631,-13624807,-11784661,-10929610,-10469574,-10927811,-10596786,-10002334,-8684419,-8158332,-7171437,-8684677,-8225668,-8161161,-8753812,-9411999,-10595500,-11450293,-9144971,-10593186,-7697781,-7566452,-7698038,-7763830,-7895416,-8092795,-9079432,-10132119,-8618113,-8487553,-7500402,-7503246,-6918360,-7179981,-8818085,-10849151,-10850437,-11380127,-8946308,-8486526,-8289148,-8356234,-8689356,-8165588,-9804986,-13015945,-13082510,-13411992,1
